text,labels
"Primary biliary cholangitis. Primary biliary cholangitis (often referred to as primary biliary cirrhosis) is a type of liver disease that can get gradually worse over time. Without treatment, it may eventually lead to liver failure.",46.09090909
"Neck pain. Most neck pain only lasts a few weeks. There are things you can do yourself to ease it, but see a GP if it does not go away.",74.5
"Newborn respiratory distress syndrome. Newborn respiratory distress syndrome (NRDS) happens when a baby's lungs are not fully developed and cannot provide enough oxygen, causing breathing difficulties. It usually affects premature babies.It's also known as infant respiratory distress syndrome, hyaline membrane disease or surfactant deficiency lung disease. Despite having a similar name, NRDS is not related to acute respiratory distress syndrome (ARDS).",29.18181818
"Insect bites and stings. Most insect bites and stings are not serious and will get better within a few hours or days.But occasionally they can become infected, cause a severe allergic reaction (anaphylaxis) or spread serious illnesses such as Lyme disease and malaria.Bugs that bite or sting include wasps, hornets, bees, horseflies, ticks, mosquitoes, fleas, bedbugs, spiders and midges.",68.36363636
"Narcolepsy. Narcolepsy is a rare long-term brain condition that causes a person to suddenly fall asleep at inappropriate times.The brain is unable to regulate sleeping and waking patterns normally, which can result in:excessive daytime sleepiness – feeling very drowsy throughout the day and finding it difficult to concentrate and stay awakesleep attacks – falling asleep suddenly and without warningcataplexy – temporary loss of muscle control resulting in weakness and possible collapse, often in response to emotions such as laughter and angersleep paralysis – a temporary inability to move or speak when waking up or falling asleepexcessive dreaming and waking in the night – dreams often come as you fall asleep (hypnogogic hallucinations) or just before or during waking (hypnopompic hallucinations)Narcolepsy does not cause serious or long-term physical health problems, but it can have a significant impact on daily life and be difficult to cope with emotionally.Find out more about the symptoms of narcolepsy.",29.9
"Eardrum. A perforated or burst eardrum is a hole in the eardrum. It'll usually heal within a few weeks and might not need any treatment.But it's a good idea to see a GP if you think your eardrum has burst, as it can cause problems such as ear infections.",63.22222222
Alcohol-related liver disease. Alcohol-related liver disease (ARLD) refers to liver damage caused by excess alcohol intake. There are several stages of severity and a range of associated symptoms.,28.54545455
"Tourette's syndrome. Tourette's syndrome is a condition that causes a person to make involuntary sounds and movements called tics.It usually starts during childhood, but the tics and other symptoms usually improve after several years and sometimes go away completely. There's no cure for Tourette's syndrome, but treatment can help manage symptoms.People with Tourette's syndrome may also have obsessive compulsive disorder (OCD), attention deficit hyperactivity disorder (ADHD) or learning difficulties.",60.8
"Bite. Serious animal and human bites can get infected if they're not checked and treated quickly.Always seek medical advice if you have been bitten by an animal or person and the bite has broken the skin.People and animals have a lot of bacteria in their mouths, which can cause an infection if a bite breaks the skin. These infections are rarely serious if treated quickly, but occasionally they can spread to the blood or other parts of the body.Serious infections such as tetanus and rabies are extremely rare in the UK, but it's important to get serious bites looked at as treatment to prevent these infections may be recommended.The following information is about bites by people and animals such as dogs and cats.There are separate pages on insect bites and snake bites.",46.54545455
"Cuts and grazes. Most cuts and grazes are minor and can be easily treated at home.Stopping the bleeding, cleaning the wound thoroughly and covering it with a plaster or dressing is usually all that's needed.Minor wounds should start to heal within a few days.",84.9
